Change Component Footprint: Designator=J12 Old Footprint=JST_B6B-PH-K-S New Footprint=FP-73251-2120-MFG
Change Component Comment : Designator=J12 Old Comment=B6B-PH-K-S New Comment=73251-2120
Change Managed Component Library Link : Designator=J12 Old VaultGUID= New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID= New ItemGUID=E371FAD2-18E4-45D6-92DC-429FA0F4A1B4 Old RevisionGUID= New RevisionGUID=AF023A05-0134-4540-9D5A-3B30A752B10B
Change component parameters: Designator = "J12" ("J12"); Footprint = "JST_B6B-PH-K-S"; UniqueID = "\GPPIUAUB" ("\GPPIUAUB")
Add component (AddParameter): Name = "RAM Size"; Value = "1.5kB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "3.5mm"; VariantName = "[No Variations]"
Added Component: Designator=U7A(FP-RSW0010A-MFG)
Add component (AddParameter): Name = "Category"; Value = "Voltage Level Shifters"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "SN74AXC2T245RSWR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing"; Value = "1=0.92, 10=0.663, 25=0.5976, 100=0.5256, 250=0.49132, 500=0.47066, 1000=0.46971 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock"; Value = "32289"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "296-SN74AXC2T245RSWRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=U7B(FP-RSW0010A-MFG)
Add component (AddParameter): Name = "Category"; Value = "Voltage Level Shifters"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "SN74AXC2T245RSWR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing"; Value = "1=0.92, 10=0.663, 25=0.5976, 100=0.5256, 250=0.49132, 500=0.47066, 1000=0.46971 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock"; Value = "32289"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "296-SN74AXC2T245RSWRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=U7C(FP-RSW0010A-MFG)
Add component (AddParameter): Name = "Category"; Value = "Voltage Level Shifters"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "SN74AXC2T245RSWR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing"; Value = "1=0.92, 10=0.663, 25=0.5976, 100=0.5256, 250=0.49132, 500=0.47066, 1000=0.46971 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock"; Value = "32289"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "296-SN74AXC2T245RSWRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=U8(FP-RSW0010A-MFG)
Add component (AddParameter): Name = "Category"; Value = "Voltage Level Shifters"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&amp;gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FSN74AXC2T245&src-supplier=Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "SN74AXC2T245RSWR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing"; Value = "1=0.92, 10=0.663, 25=0.5976, 100=0.5256, 250=0.49132, 500=0.47066, 1000=0.46971 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock"; Value = "32289"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "296-SN74AXC2T245RSWRCT-ND"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C3-2
Added Pin To Net: NetName=GND Pin=C4-2
Added Pin To Net: NetName=VDD Pin=C5-1
Added Pin To Net: NetName=GND Pin=C5-2
Added Pin To Net: NetName=VDD Pin=C6-1
Added Pin To Net: NetName=GND Pin=C6-2
Added Pin To Net: NetName=GND Pin=C7-2
Added Pin To Net: NetName=GND Pin=C8A-2
Added Pin To Net: NetName=GND Pin=C8B-2
Added Pin To Net: NetName=GND Pin=C8C-2
Added Pin To Net: NetName=VDD3.3 Pin=C9A-1
Added Pin To Net: NetName=GND Pin=C9A-2
Added Pin To Net: NetName=VDD3.3 Pin=C9B-1
Added Pin To Net: NetName=GND Pin=C9B-2
Added Pin To Net: NetName=VDD3.3 Pin=C9C-1
Added Pin To Net: NetName=GND Pin=C9C-2
Added Pin To Net: NetName=GND Pin=C10A-2
Added Pin To Net: NetName=GND Pin=C10B-2
Added Pin To Net: NetName=GND Pin=C10C-2
Added Pin To Net: NetName=VDD3.3 Pin=C11A-1
Added Pin To Net: NetName=GND Pin=C11A-2
Added Pin To Net: NetName=VDD3.3 Pin=C11B-1
Added Pin To Net: NetName=GND Pin=C11B-2
Added Pin To Net: NetName=VDD3.3 Pin=C11C-1
Added Pin To Net: NetName=GND Pin=C11C-2
Added Pin To Net: NetName=GND Pin=C12-2
Added Pin To Net: NetName=VDD3.3 Pin=C13-1
Added Pin To Net: NetName=GND Pin=C13-2
Added Pin To Net: NetName=GND Pin=C14-2
Added Pin To Net: NetName=VDD3.3 Pin=C15-1
Added Pin To Net: NetName=GND Pin=C15-2
Added Pin To Net: NetName=GND Pin=J12-2
Added Pin To Net: NetName=GND Pin=J12-3
Added Pin To Net: NetName=GND Pin=J12-4
Added Pin To Net: NetName=GND Pin=J12-5
Added Pin To Net: NetName=GND Pin=J36-2
Added Pin To Net: NetName=GND Pin=J36-3
Added Pin To Net: NetName=GND Pin=J36-4
Added Pin To Net: NetName=GND Pin=J36-5
Added Pin To Net: NetName=GND Pin=J37-2
Added Pin To Net: NetName=GND Pin=J37-3
Added Pin To Net: NetName=GND Pin=J37-4
Added Pin To Net: NetName=GND Pin=J37-5
Added Pin To Net: NetName=GND Pin=J38-2
Added Pin To Net: NetName=GND Pin=J38-3
Added Pin To Net: NetName=GND Pin=J38-4
Added Pin To Net: NetName=GND Pin=J38-5
Added Pin To Net: NetName=GND Pin=J39-2
Added Pin To Net: NetName=GND Pin=J39-3
Added Pin To Net: NetName=GND Pin=J39-4
Added Pin To Net: NetName=GND Pin=J39-5
Added Pin To Net: NetName=GND Pin=J40-2
Added Pin To Net: NetName=GND Pin=J40-3
Added Pin To Net: NetName=GND Pin=J40-4
Added Pin To Net: NetName=GND Pin=J40-5
Added Pin To Net: NetName=GND Pin=J41-2
Added Pin To Net: NetName=GND Pin=J41-3
Added Pin To Net: NetName=GND Pin=J41-4
Added Pin To Net: NetName=GND Pin=J41-5
Added Pin To Net: NetName=GND Pin=J42-2
Added Pin To Net: NetName=GND Pin=J42-3
Added Pin To Net: NetName=GND Pin=J42-4
Added Pin To Net: NetName=GND Pin=J42-5
Added Pin To Net: NetName=GND Pin=U6-6
Added Pin To Net: NetName=GND Pin=U6-7
Added Pin To Net: NetName=GND Pin=U6-8
Added Pin To Net: NetName=VDD Pin=U6-14
Added Pin To Net: NetName=VDD Pin=U6-15
Added Pin To Net: NetName=VDD Pin=U6-16
Added Pin To Net: NetName=VDD Pin=U6-17
Added Pin To Net: NetName=GND Pin=U6-18
Added Pin To Net: NetName=GND Pin=U6-21
Added Pin To Net: NetName=GND Pin=U7A-1
Added Pin To Net: NetName=GND Pin=U7A-3
Added Pin To Net: NetName=VDD3.3 Pin=U7A-6
Added Pin To Net: NetName=GND Pin=U7A-10
Added Pin To Net: NetName=GND Pin=U7B-1
Added Pin To Net: NetName=GND Pin=U7B-3
Added Pin To Net: NetName=VDD3.3 Pin=U7B-6
Added Pin To Net: NetName=GND Pin=U7B-10
Added Pin To Net: NetName=GND Pin=U7C-1
Added Pin To Net: NetName=GND Pin=U7C-3
Added Pin To Net: NetName=VDD3.3 Pin=U7C-6
Added Pin To Net: NetName=GND Pin=U7C-10
Added Pin To Net: NetName=GND Pin=U8-3
Added Pin To Net: NetName=VDD3.3 Pin=U8-6
Added Pin To Net: NetName=DOUT1A Pin=J41-1
Added Pin To Net: NetName=DOUT1A Pin=U8-8
Added Net: Name=DOUT1A
Added Pin To Net: NetName=DOUT1B Pin=U2-JP2_31
Added Pin To Net: NetName=DOUT1B Pin=U8-5
Added Net: Name=DOUT1B
Added Pin To Net: NetName=DOUT2B Pin=J42-1
Added Pin To Net: NetName=DOUT2B Pin=U2-JP2_33
Added Pin To Net: NetName=DOUT2B Pin=U8-4
Added Pin To Net: NetName=DOUT2B Pin=U8-9
Added Net: Name=DOUT2B
Added Pin To Net: NetName=NetC7_1 Pin=C7-1
Added Pin To Net: NetName=NetC7_1 Pin=U6-13
Added Net: Name=NetC7_1
Added Pin To Net: NetName=NetR5_1 Pin=R5-1
Added Pin To Net: NetName=NetR5_1 Pin=U6-4
Added Net: Name=NetR5_1
Added Pin To Net: NetName=NetR6A_2 Pin=R6A-2
Added Pin To Net: NetName=NetR6A_2 Pin=U7A-2
Added Net: Name=NetR6A_2
Added Pin To Net: NetName=NetR6B_2 Pin=R6B-2
Added Pin To Net: NetName=NetR6B_2 Pin=U7B-2
Added Net: Name=NetR6B_2
Added Pin To Net: NetName=NetR6C_2 Pin=R6C-2
Added Pin To Net: NetName=NetR6C_2 Pin=U7C-2
Added Net: Name=NetR6C_2
Added Pin To Net: NetName=NetR7_2 Pin=R7-2
Added Pin To Net: NetName=NetR7_2 Pin=U8-2
Added Net: Name=NetR7_2
Added Pin To Net: NetName=SC1A1 Pin=J37-1
Added Pin To Net: NetName=SC1A1 Pin=U7A-8
Added Net: Name=SC1A1
Added Pin To Net: NetName=SC1A2 Pin=J12-1
Added Pin To Net: NetName=SC1A2 Pin=U7B-8
Added Net: Name=SC1A2
Added Pin To Net: NetName=SC1A3 Pin=J39-1
Added Pin To Net: NetName=SC1A3 Pin=U7C-8
Added Net: Name=SC1A3
Added Pin To Net: NetName=SC1B1 Pin=U2-JP2_15
Added Pin To Net: NetName=SC1B1 Pin=U7A-5
Added Net: Name=SC1B1
Added Pin To Net: NetName=SC1B2 Pin=U2-JP2_19
Added Pin To Net: NetName=SC1B2 Pin=U7B-5
Added Net: Name=SC1B2
Added Pin To Net: NetName=SC1B3 Pin=U2-JP2_23
Added Pin To Net: NetName=SC1B3 Pin=U7C-5
Added Net: Name=SC1B3
Added Pin To Net: NetName=SC2A1 Pin=J36-1
Added Pin To Net: NetName=SC2A1 Pin=U7A-9
Added Net: Name=SC2A1
Added Pin To Net: NetName=SC2A2 Pin=J38-1
Added Pin To Net: NetName=SC2A2 Pin=U7B-9
Added Net: Name=SC2A2
Added Pin To Net: NetName=SC2A3 Pin=J40-1
Added Pin To Net: NetName=SC2A3 Pin=U7C-9
Added Net: Name=SC2A3
Added Pin To Net: NetName=SC2B1 Pin=U2-JP2_17
Added Pin To Net: NetName=SC2B1 Pin=U7A-4
Added Net: Name=SC2B1
Added Pin To Net: NetName=SC2B2 Pin=U2-JP2_21
Added Pin To Net: NetName=SC2B2 Pin=U7B-4
Added Net: Name=SC2B2
Added Pin To Net: NetName=SC2B3 Pin=U2-JP2_25
Added Pin To Net: NetName=SC2B3 Pin=U7C-4
Added Net: Name=SC2B3
Added Pin To Net: NetName=VDD1.1 Pin=C3-1
Added Pin To Net: NetName=VDD1.1 Pin=C4-1
Added Pin To Net: NetName=VDD1.1 Pin=C8A-1
Added Pin To Net: NetName=VDD1.1 Pin=C8B-1
Added Pin To Net: NetName=VDD1.1 Pin=C8C-1
Added Pin To Net: NetName=VDD1.1 Pin=C10A-1
Added Pin To Net: NetName=VDD1.1 Pin=C10B-1
Added Pin To Net: NetName=VDD1.1 Pin=C10C-1
Added Pin To Net: NetName=VDD1.1 Pin=C12-1
Added Pin To Net: NetName=VDD1.1 Pin=C14-1
Added Pin To Net: NetName=VDD1.1 Pin=R5-2
Added Pin To Net: NetName=VDD1.1 Pin=R6A-1
Added Pin To Net: NetName=VDD1.1 Pin=R6B-1
Added Pin To Net: NetName=VDD1.1 Pin=R6C-1
Added Pin To Net: NetName=VDD1.1 Pin=R7-1
Added Pin To Net: NetName=VDD1.1 Pin=U6-1
Added Pin To Net: NetName=VDD1.1 Pin=U6-2
Added Pin To Net: NetName=VDD1.1 Pin=U6-19
Added Pin To Net: NetName=VDD1.1 Pin=U6-20
Added Pin To Net: NetName=VDD1.1 Pin=U7A-7
Added Pin To Net: NetName=VDD1.1 Pin=U7B-7
Added Pin To Net: NetName=VDD1.1 Pin=U7C-7
Added Pin To Net: NetName=VDD1.1 Pin=U8-1
Added Pin To Net: NetName=VDD1.1 Pin=U8-7
Added Pin To Net: NetName=VDD1.1 Pin=U8-10
Added Net: Name=VDD1.1
Added Class: Name=U_BUFFER1
Added Class: Name=U_BUFFER2
Added Class: Name=U_BUFFER3
Added Class: Name=U_BUFFER_ATOB
Added Class: Name=U_ldo1.1
Added Class: Name=BUFFER_BTOA
Added Member To Class: ClassName=THE_FIRST Member=Component J36 73251-2120
Added Member To Class: ClassName=THE_FIRST Member=Component J37 73251-2120
Added Member To Class: ClassName=THE_FIRST Member=Component J38 73251-2120
Added Member To Class: ClassName=THE_FIRST Member=Component J39 73251-2120
Added Member To Class: ClassName=THE_FIRST Member=Component J40 73251-2120
Added Member To Class: ClassName=THE_FIRST Member=Component J41 73251-2120
Added Member To Class: ClassName=THE_FIRST Member=Component J42 73251-2120
